,HOTEL_NAME,HOTEL_URL
156,APX World Square,https://www.tripadvisor.in/Hotel_Review-g255060-d1200754-Reviews-APX_World_Square-Sydney_New_South_Wales.html
157,Oaks on Castlereagh,https://www.tripadvisor.in/Hotel_Review-g255060-d1176568-Reviews-Oaks_on_Castlereagh-Sydney_New_South_Wales.html
158,APX Apartments Darling Harbour,https://www.tripadvisor.in/Hotel_Review-g255060-d277665-Reviews-APX_Apartments_Darling_Harbour-Sydney_New_South_Wales.html
159,Ovolo 1888 Darling Harbour,https://www.tripadvisor.in/Hotel_Review-g255060-d3795038-Reviews-Ovolo_1888_Darling_Harbour-Sydney_New_South_Wales.html
160,Hotel Palisade,https://www.tripadvisor.in/Hotel_Review-g255060-d583800-Reviews-Hotel_Palisade-Sydney_New_South_Wales.html
161,Novotel Sydney Manly Pacific,https://www.tripadvisor.in/Hotel_Review-g552103-d276957-Reviews-Novotel_Sydney_Manly_Pacific-Manly_Greater_Sydney_New_South_Wales.html
162,Mrs Banks Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d12805661-Reviews-Mrs_Banks_Hotel-Sydney_New_South_Wales.html
163,Ovolo Woolloomooloo,https://www.tripadvisor.in/Hotel_Review-g255060-d257469-Reviews-Ovolo_Woolloomooloo-Sydney_New_South_Wales.html
164,The Grove,https://www.tripadvisor.in/Hotel_Review-g815420-d7808956-Reviews-The_Grove-Leichhardt_New_South_Wales.html
165,Sydney Lodge Motel,https://www.tripadvisor.in/Hotel_Review-g255060-d664766-Reviews-Sydney_Lodge_Motel-Sydney_New_South_Wales.html
166,Dixon Residences,https://www.tripadvisor.in/Hotel_Review-g255060-d12296164-Reviews-Dixon_Residences-Sydney_New_South_Wales.html
167,Nates Place Backpackers,https://www.tripadvisor.in/Hotel_Review-g255060-d7659576-Reviews-Nates_Place_Backpackers-Sydney_New_South_Wales.html
168,Highfield Private Hotel,https://www.tripadvisor.in/Hotel_Review-g255060-d577511-Reviews-Highfield_Private_Hotel-Sydney_New_South_Wales.html
